c2_2_4

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       3598          0          0
    1      38        105         20          0       3461         90       1664
    2     100          5         20        668        828         90          0
    3     111         78         10          0       3467         90       1687
    4      96         62         10          0       3481         90       1687
    5     122         11         30          0       3430         90       1631
    6      94         18         30          0       3451         90       1664
    7      60         89         10          0       3487         90       1704
    8      67        123         20        906       1066         90          0
    9      99         53         20          0       3475         90       1687
   10      26         24         20          0       3445         90       1649
   11      93         61         10          0       3484         90       1687
   12      27         32         20       1209       1369         90          0
   13      25         31         20       1117       1277         90          0
   14      98         36         10          0       3464         90       1687
   15     101         68         10          0       3477         90       1687
   16      49         48         10          0       3478         90       1687
   17      56         95         10          0       3480         90       1687
   18      14        107         20          0       3441         90       1649
   19      98         46         20          0       3472         90       1687
   20     131          4         40          0       3419         90       1620
   21      94         89         20          0       3478         90       1687
   22      70        113         30          0       3465         90       1687
   23      94         59         30       3002       3162         90       1481
   24      64         59         10       1920       2080         90        844
   25     112          3         10          0       3429         90       1631
   26      20        108         10          0       3446         90       1649
   27      10        118         20          0       3432         90       1639
   28      76         65         40          0       3501         90       1704
   29     103         12         20          0       3442         90       1649
   30      44         62         30          0       3481         90       1687
   31      96        138         10          0       3436         90       1639
   32      27         44         20       1406       1566         90          0
   33      21         28         40          0       3444         90       1649
   34      26         91         10          0       3460         90       1664
   35      98         75         10          0       3480         90       1687
   36      69         48         20       3120       3280         90       1481
   37      19        116         10          0       3440         90       1649
   38      60        111         10          0       3466         90       1687
   39      54        102         20          0       3473         90       1687
   40      63        103         20          0       3475         90       1687
   41      91         91         10          0       3479         90       1687
   42      77         15         10          0       3453         90       1664
   43      77        117         30          0       3461         90       1664
   44     115         41         20       2688       2848         90       1238
   45      12         33         10        831        991         90          0
   46      44         82         20          0       3480         90       1687
   47     117         55         20          0       3459         90       1664
