rc2_2_4

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       2535          0          0
    1      10         86         14          0       2463         10       1248
    2      16         62         15          0       2471         10       1248
    3      84         36         10          0       2489         10       1248
    4      79         72         22          0       2516         10       1248
    5      16         39         20          0       2463         10       1248
    6      61         54         10          0       2507         10       1248
    7      96         26         10        229        349         10          0
    8      16         92         10       1435       1555         10        823
    9      85        106         20          0       2486         10       1248
   10       6         25         10          0       2447         10       1248
   11      37        125         10          0       2461         10       1248
   12      87        108         20          0       2484         10       1248
   13      18        104         18          0       2463         10       1248
   14      61         48         20          0       2502         10       1248
   15      97         29         30          0       2476         10       1248
   16     112         67         10          0       2483         10       1248
   17      50        106         25          0       2484         10       1248
   18      99         28         30          0       2474         10       1248
   19      15          9          2          0       2443         10       1248
   20      19         37         20          0       2465         10       1248
   21      90        101         10          0       2489         10       1248
   22     125         68         20        768        888         10          0
   23     127        108         10          0       2457         10       1248
   24      90         44          6        209        329         10          0
   25       4         23         10          0       2444         10       1248
   26      17         37         30          0       2463         10       1248
   27     113         32         36          0       2468         10       1248
   28      63         57         10          0       2511         10       1248
   29      94        104         10          0       2484         10       1248
   30      58         95         35       1940       2060         10        823
   31     137         96          9          0       2454         10       1248
   32     127        112         20          0       2455         10       1248
   33     103        119         18          0       2466         10       1248
   34      20         69         13          0       2475         10       1248
   35       2         28         10        316        436         10          0
   36      88         29         33          0       2481         10       1248
   37      86        102         10        123        243         10          0
   38     126        112         10        439        559         10          0
   39      61         34          7          0       2488         10       1248
   40     113         69         20          0       2482         10       1248
   41     109         78         21        951       1071         10          0
   42      21         48         10          0       2472         10       1248
   43      86         36         20        314        434         10          0
   44      97         12         10        825        945         10          0
   45     121        112         20          0       2459         10       1248
   46      19         39         10          0       2466         10       1248
   47      66         40         20          0       2495         10       1248
   48      87         39         20         81        201         10          0
   49      63         50         10          0       2504         10       1248
   50     121        123          9          0       2452         10       1248
   51     116         22         32          0       2459         10       1248
   52     137        101         12          0       2452         10       1248
   53     137        137         27          0       2431         10       1248
   54      70         94         32          0       2501         10       1248
   55     117         92         25          0       2474         10       1248
   56     122        113         20          0       2458         10       1248
   57     109         71         20          0       2486         10       1248
   58      35        102         10          0       2478         10       1248
   59      91        108         10        287        407         10          0
   60       8         87         17          0       2461         10       1248
   61     140         42         13        402        522         10          0
   62      16         38         20          0       2463         10       1248
   63      44         36          9        191        311         10          0
   64      60         84         23          0       2508         10       1248
   65     109        139          8          0       2446         10       1248
   66      80        103         15          0       2491         10       1248
   67      66         82         27          0       2513         10       1248
   68      99         26         40          0       2473         10       1248
   69      34        108         10          0       2473         10       1248
   70     135         65          3          0       2460         10       1248
   71      36        124         34          0       2462         10       1248
   72     102         60         30        540        660         10          0
   73      30         21         12          0       2462         10       1248
   74     139        110         19          0       2446         10       1248
   75      10        111         21       1971       2091         10        823
   76      18         70         26       1564       1684         10        823
   77       4         28         10        576        696         10          0
   78      57         53         10          0       2504         10       1248
   79      54         41          9       1125       1245         10          0
   80     107         25         13          0       2467         10       1248
   81     110         99         21          0       2476         10       1248
   82      84         88         16          0       2503         10       1248
   83     101          0          9          0       2449         10       1248
   84      28         99         10        144        264         10          0
   85     119        114         20        244        364         10          0
   86     118        108         10          0       2464         10       1248
   87      50        112         18          0       2479         10       1248
   88      44        116         27          0       2473         10       1248
   89      82        100         18          0       2493         10       1248
   90      83         12         29          0       2466         10       1248
   91     126         23         13          0       2452         10       1248
   92      85         75         37          0       2510         10       1248
   93      39         13         20          0       2461         10       1248
   94     120        136         10          0       2443         10       1248
   95     105          2          1        895       1015         10          0
   96      36         54         15       1488       1608         10        823
   97      35         90         20          0       2485         10       1248
   98     111         66         20        376        496         10          0
   99     119        136         30          0       2443         10       1248
  100      84         99         20         69        189         10          0
  101     137        127         28          0       2438         10       1248
  102      95         35         10          0       2482         10       1248
  103      69          6          8          0       2461         10       1248
  104       1         24         10          0       2443         10       1248
  105      31        112         20        425        545         10          0
  106     138         78         43          0       2457         10       1248
