rc2_2_3

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       2535          0          0
    1      10         86         14          0       2463         10       1195
    2      16         62         15       1584       1704         10        496
    3      84         36         10          0       2489         10       1221
    4      79         72         22          9        129         10          0
    5      16         39         20          0       2463         10       1195
    6      61         54         10          0       2507         10       1239
    7      96         26         10        229        349         10          0
    8      16         92         10       1435       1555         10        496
    9      85        106         20          0       2486         10       1218
   10       6         25         10          0       2447         10       1179
   11      37        125         10       1374       1494         10        496
   12      87        108         20          0       2484         10       1216
   13      18        104         18          0       2463         10       1195
   14      61         48         20        270        390         10          0
   15      97         29         30          0       2476         10       1208
   16     112         67         10          0       2483         10       1215
   17      50        106         25          0       2484         10       1216
   18      99         28         30          0       2474         10       1206
   19      15          9          2          0       2443         10       1175
   20      19         37         20        505        625         10          0
   21      90        101         10        621        741         10          0
   22     125         68         20        768        888         10          0
   23     127        108         10        539        659         10          0
   24      90         44          6        209        329         10          0
   25       4         23         10        470        590         10          0
   26      17         37         30          0       2463         10       1195
   27     113         32         36        576        696         10          0
   28      63         57         10          0       2511         10       1243
   29      94        104         10          0       2484         10       1216
   30      58         95         35       1940       2060         10        856
   31     137         96          9        227        347         10          0
   32     127        112         20          0       2455         10       1187
   33     103        119         18          0       2466         10       1198
   34      20         69         13          0       2475         10       1207
   35       2         28         10        316        436         10          0
   36      88         29         33          0       2481         10       1213
   37      86        102         10        123        243         10          0
   38     126        112         10        439        559         10          0
   39      61         34          7          0       2488         10       1220
   40     113         69         20        281        401         10          0
   41     109         78         21        951       1071         10          0
   42      21         48         10          0       2472         10       1204
   43      86         36         20        314        434         10          0
   44      97         12         10        825        945         10          0
   45     121        112         20          0       2459         10       1191
   46      19         39         10          0       2466         10       1198
   47      66         40         20          0       2495         10       1227
   48      87         39         20         81        201         10          0
   49      63         50         10          0       2504         10       1236
   50     121        123          9          0       2452         10       1184
   51     116         22         32          0       2459         10       1191
   52     137        101         12        677        797         10          0
   53     137        137         27          0       2431         10       1163
   54      70         94         32         36        156         10          0
   55     117         92         25       1132       1252         10          0
   56     122        113         20          0       2458         10       1190
   57     109         71         20        137        257         10          0
   58      35        102         10        689        809         10          0
   59      91        108         10        287        407         10          0
   60       8         87         17          0       2461         10       1193
   61     140         42         13        402        522         10          0
   62      16         38         20        368        488         10          0
   63      44         36          9        191        311         10          0
   64      60         84         23          0       2508         10       1240
   65     109        139          8          0       2446         10       1178
   66      80        103         15          0       2491         10       1223
   67      66         82         27       2004       2124         10        856
   68      99         26         40        281        401         10          0
   69      34        108         10          0       2473         10       1205
   70     135         65          3          0       2460         10       1192
   71      36        124         34        935       1055         10          0
   72     102         60         30        540        660         10          0
   73      30         21         12       1290       1410         10        496
   74     139        110         19          0       2446         10       1178
   75      10        111         21       1971       2091         10        856
   76      18         70         26       1564       1684         10        496
   77       4         28         10        576        696         10          0
   78      57         53         10          0       2504         10       1236
   79      54         41          9       1125       1245         10          0
   80     107         25         13          0       2467         10       1199
   81     110         99         21          0       2476         10       1208
   82      84         88         16       1425       1545         10        496
   83     101          0          9          0       2449         10       1181
   84      28         99         10        144        264         10          0
   85     119        114         20        244        364         10          0
   86     118        108         10        699        819         10          0
   87      50        112         18        927       1047         10          0
   88      44        116         27          0       2473         10       1205
   89      82        100         18          0       2493         10       1225
   90      83         12         29          0       2466         10       1198
   91     126         23         13          0       2452         10       1184
   92      85         75         37          0       2510         10       1242
   93      39         13         20          0       2461         10       1193
   94     120        136         10          0       2443         10       1175
   95     105          2          1        895       1015         10          0
   96      36         54         15       1488       1608         10        496
   97      35         90         20          0       2485         10       1217
   98     111         66         20        376        496         10          0
   99     119        136         30          0       2443         10       1175
  100      84         99         20         69        189         10          0
  101     137        127         28        782        902         10          0
  102      95         35         10          0       2482         10       1214
  103      69          6          8          0       2461         10       1193
  104       1         24         10          0       2443         10       1175
  105      31        112         20        425        545         10          0
  106     138         78         43          0       2457         10       1189
  107     100         99         17       1196       1316         10        496
  108     123        112         20        387        507         10          0
