c2_2_7

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       3598          0          0
    1      38        105         20       2690       3085         90       1318
    2     100          5         20        708        788         90          0
    3     111         78         10        786       1417         90          0
    4      96         62         10       2541       3253         90       1704
    5     122         11         30       1435       2570         90       1318
    6      94         18         30         57        940         90          0
    7      60         89         10       2255       3100         90       1318
    8      67        123         20        427       1546         90          0
    9      99         53         20       1815       1980         90       1318
   10      26         24         20         63       1274         90          0
   11      93         61         10       2654       3325         90       1704
   12      27         32         20        935       1642         90          0
   13      25         31         20       1148       1245         90          0
   14      98         36         10       2519       3464         90       1704
   15     101         68         10        672       1322         90          0
   16      49         48         10       1058       1908         90       1318
   17      56         95         10       2326       2834         90       1318
   18      14        107         20        691       1139         90          0
   19      98         46         20       1903       2086         90       1318
   20     131          4         40       1349       2085         90       1318
   21      94         89         20       2540       3210         90       1704
   22      70        113         30       1095       1666         90          0
   23      94         59         30       2732       3433         90       1704
   24      64         59         10       1915       2085         90       1318
   25     112          3         10        958       1893         90       1318
   26      20        108         10        544       1094         90          0
   27      10        118         20       1313       1879         90       1318
   28      76         65         40          7        551         90          0
   29     103         12         20        131       1171         90          0
   30      44         62         30        678       1716         90          0
   31      96        138         10       1902       2235         90       1318
   32      27         44         20       1290       1681         90          0
   33      21         28         40        762       1441         90          0
   34      26         91         10       2885       3460         90       1704
   35      98         75         10        495       1112         90          0
   36      69         48         20       2796       3486         90       1704
   37      19        116         10       1912       2280         90       1318
   38      60        111         10        109        904         90          0
   39      54        102         20        182        445         90          0
   40      63        103         20        155        274         90          0
   41      91         91         10        394        614         90          0
   42      77         15         10         76        217         90          0
   43      77        117         30       1418       1906         90       1318
   44     115         41         20       2562       2974         90       1318
   45      12         33         10        766       1056         90          0
   46      44         82         20        541       1224         90          0
   47     117         55         20       1188       1641         90          0
