c2_2_4

VEHICLE
NUMBER     CAPACITY
  50          700

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       3598          0          0
    1      38        105         20          0       3461         90       1662
    2     100          5         20        668        828         90          0
    3     111         78         10          0       3467         90       1668
    4      96         62         10          0       3481         90       1682
    5     122         11         30          0       3430         90       1631
    6      94         18         30          0       3451         90       1652
    7      60         89         10          0       3487         90       1688
    8      67        123         20        906       1066         90          0
    9      99         53         20          0       3475         90       1676
   10      26         24         20          0       3445         90       1646
   11      93         61         10          0       3484         90       1685
   12      27         32         20       1209       1369         90          0
   13      25         31         20       1117       1277         90          0
   14      98         36         10          0       3464         90       1665
   15     101         68         10          0       3477         90       1678
   16      49         48         10          0       3478         90       1679
   17      56         95         10          0       3480         90       1681
   18      14        107         20          0       3441         90       1642
   19      98         46         20          0       3472         90       1673
   20     131          4         40          0       3419         90       1620
   21      94         89         20          0       3478         90       1679
   22      70        113         30          0       3465         90       1666
   23      94         59         30       3002       3162         90       1363
   24      64         59         10       1920       2080         90        384
   25     112          3         10          0       3429         90       1630
   26      20        108         10          0       3446         90       1647
   27      10        118         20          0       3432         90       1633
   28      76         65         40          0       3501         90       1702
   29     103         12         20          0       3442         90       1643
   30      44         62         30          0       3481         90       1682
   31      96        138         10          0       3436         90       1637
   32      27         44         20       1406       1566         90          0
   33      21         28         40          0       3444         90       1645
   34      26         91         10          0       3460         90       1661
   35      98         75         10          0       3480         90       1681
   36      69         48         20       3120       3280         90       1481
   37      19        116         10          0       3440         90       1641
   38      60        111         10          0       3466         90       1667
   39      54        102         20          0       3473         90       1674
   40      63        103         20          0       3475         90       1676
   41      91         91         10          0       3479         90       1680
   42      77         15         10          0       3453         90       1654
   43      77        117         30          0       3461         90       1662
   44     115         41         20       2688       2848         90       1049
   45      12         33         10        831        991         90          0
   46      44         82         20          0       3480         90       1681
   47     117         55         20          0       3459         90       1660
