rc2_2_7

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       2535          0          0
    1      10         86         14       1577       1828         10        894
    2      16         62         15       1547       1742         10        894
    3      84         36         10        329        605         10          0
    4      79         72         22          9        415         10          0
    5      16         39         20        330        437         10          0
    6      61         54         10        209        234         10          0
    7      96         26         10        230        349         10          0
    8      16         92         10       1384       1606         10        894
    9      85        106         20         39        447         10          0
   10       6         25         10        363        800         10          0
   11      37        125         10       1281       1587         10        894
   12      87        108         20        100        482         10          0
   13      18        104         18       1291       1523         10        894
   14      61         48         20         73        588         10          0
   15      97         29         30         49        399         10          0
   16     112         67         10        216        564         10          0
   17      50        106         25       1229       1454         10        894
   18      99         28         30        209        569         10          0
   19      15          9          2       1492       1910         10        894
   20      19         37         20        376        754         10          0
   21      90        101         10        532        830         10          0
   22     125         68         20        700        956         10          0
   23     127        108         10        417        782         10          0
   24      90         44          6        124        415         10          0
   25       4         23         10        359        701         10          0
   26      17         37         30        204        743         10          0
   27     113         32         36        506        767         10          0
   28      63         57         10         14        530         10          0
   29      94        104         10        208        939         10          0
   30      58         95         35       1764       2236         10       1213
   31     137         96          9        200        374         10          0
   32     127        112         20        280        806         10          0
   33     103        119         18       1191       1601         10        894
   34      20         69         13       1346       1799         10        894
   35       2         28         10        160        592         10          0
   36      88         29         33       1891       2481         10       1213
   37      86        102         10         35        484         10          0
   38     126        112         10        366        632         10          0
   39      61         34          7       1850       2050         10        894
   40     113         69         20        176        507         10          0
   41     109         78         21        869       1152         10          0
   42      21         48         10         98        332         10          0
   43      86         36         20        200        548         10          0
   44      97         12         10        828        942         10          0
   45     121        112         20        178        534         10          0
   46      19         39         10        297        929         10          0
   47      66         40         20         30        584         10          0
   48      87         39         20         66        217         10          0
   49      63         50         10         89        470         10          0
   50     121        123          9        776       1400         10        894
   51     116         22         32        489        733         10          0
   52     137        101         12        342       1133         10          0
   53     137        137         27        252        666         10          0
   54      70         94         32         24        197         10          0
   55     117         92         25        862       1522         10        894
   56     122        113         20        128        675         10          0
   57     109         71         20         88        306         10          0
   58      35        102         10        425       1073         10          0
   59      91        108         10        242        452         10          0
   60       8         87         17       1419       1911         10        894
   61     140         42         13        251        673         10          0
   62      16         38         20        416        439         10          0
   63      44         36          9        132        370         10          0
   64      60         84         23       1811       2162         10        894
   65     109        139          8        359        665         10          0
   66      80        103         15       1216       1881         10        894
   67      66         82         27       1880       2248         10       1213
   68      99         26         40        223        459         10          0
   69      34        108         10        398        692         10          0
   70     135         65          3       1109       1721         10        894
   71      36        124         34        875       1116         10          0
   72     102         60         30        422        779         10          0
   73      30         21         12       1070       1629         10        894
   74     139        110         19        728        924         10          0
   75      10        111         21       1785       2277         10       1213
   76      18         70         26       1483       1764         10        894
   77       4         28         10        407        865         10          0
   78      57         53         10        167        707         10          0
   79      54         41          9       1081       1288         10        894
   80     107         25         13        992       1318         10        894
   81     110         99         21       1221       1321         10        894
   82      84         88         16       1334       1635         10        894
   83     101          0          9       2011       2093         10        894
   84      28         99         10         51        418         10          0
   85     119        114         20         65        586         10          0
   86     118        108         10        547        971         10          0
   87      50        112         18        897       1077         10          0
   88      44        116         27         52        766         10          0
   89      82        100         18        383        571         10          0
   90      83         12         29        925       1036         10          0
   91     126         23         13        893       1335         10        894
   92      85         75         37         15        214         10          0
   93      39         13         20       1460       1666         10        894
   94     120        136         10        470        566         10          0
   95     105          2          1        682       1228         10          0
   96      36         54         15       1330       1766         10        894
   97      35         90         20       1574       2113         10        894
   98     111         66         20        195        677         10          0
   99     119        136         30        208        741         10          0
  100      84         99         20         32        476         10          0
  101     137        127         28        689        996         10          0
  102      95         35         10         73        442         10          0
  103      69          6          8        180        603         10          0
  104       1         24         10        363        592         10          0
  105      31        112         20        266        704         10          0
  106     138         78         43        823        915         10          0
  107     100         99         17       1175       1337         10        894
  108     123        112         20        120        774         10          0
  109     119        130         20        484        861         10          0
  110      92         22         18        636       1003         10          0
  111     137          7         40        500        866         10          0
  112     121        124         21        551        767         10          0
