rc2_2_8

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       2535          0          0
    1      10         86         14       1317       2088         10        860
    2      16         62         15       1305       1983         10        860
    3      84         36         10        178        757         10          0
    4      79         72         22          9        387         10          0
    5      16         39         20         62        907         10          0
    6      61         54         10         18        471         10          0
    7      96         26         10         51        658         10          0
    8      16         92         10       1270       1721         10        860
    9      85        106         20        111        369         10          0
   10       6         25         10        126       1036         10          0
   11      37        125         10       1213       1654         10        860
   12      87        108         20         41        828         10          0
   13      18        104         18       1048       1765         10        860
   14      61         48         20         23        714         10          0
   15      97         29         30         49        698         10          0
   16     112         67         10         74        706         10          0
   17      50        106         25       1135       1548         10        860
   18      99         28         30        204        574         10          0
   19      15          9          2       1546       1856         10        860
   20      19         37         20        444        686         10          0
   21      90        101         10        508        855         10          0
   22     125         68         20        571       1084         10          0
   23     127        108         10        238        961         10          0
   24      90         44          6        113        425         10          0
   25       4         23         10        227        832         10          0
   26      17         37         30        210        736         10          0
   27     113         32         36        352        921         10          0
   28      63         57         10         14        955         10          0
   29      94        104         10        496        650         10          0
   30      58         95         35       1736       2263         10       1245
   31     137         96          9        193        382         10          0
   32     127        112         20        186        900         10          0
   33     103        119         18       1124       1668         10        860
   34      20         69         13       1339       1806         10        860
   35       2         28         10        242        510         10          0
   36      88         29         33       1979       2481         10       1245
   37      86        102         10         35        440         10          0
   38     126        112         10        323        675         10          0
   39      61         34          7       1705       2196         10       1245
   40     113         69         20        192        490         10          0
   41     109         78         21        816       1205         10          0
   42      21         48         10         53        641         10          0
   43      86         36         20        175        574         10          0
   44      97         12         10        660       1109         10          0
   45     121        112         20         66        653         10          0
   46      19         39         10        377        848         10          0
   47      66         40         20         30        281         10          0
   48      87         39         20         35        606         10          0
   49      63         50         10        141        417         10          0
   50     121        123          9        896       1281         10        860
   51     116         22         32        421        800         10          0
   52     137        101         12        485        989         10          0
   53     137        137         27        247        670         10          0
   54      70         94         32         24        546         10          0
   55     117         92         25       1061       1322         10        860
   56     122        113         20        192        610         10          0
   57     109         71         20         39        375         10          0
   58      35        102         10        454       1044         10          0
   59      91        108         10         60        634         10          0
   60       8         87         17       1448       1882         10        860
   61     140         42         13        127        797         10          0
   62      16         38         20        235        621         10          0
   63      44         36          9         42        552         10          0
   64      60         84         23       1888       2084         10        860
   65     109        139          8        206        818         10          0
   66      80        103         15       1342       1755         10        860
   67      66         82         27       1586       2513         10       1245
   68      99         26         40         52        706         10          0
   69      34        108         10        220        870         10          0
   70     135         65          3       1201       1628         10        860
   71      36        124         34        737       1254         10          0
   72     102         60         30        231        970         10          0
   73      30         21         12        962       1737         10        860
   74     139        110         19        577       1075         10          0
   75      10        111         21       1856       2206         10       1245
   76      18         70         26       1445       1803         10        860
   77       4         28         10        289        982         10          0
   78      57         53         10        184        691         10          0
   79      54         41          9       1089       1280         10        860
   80     107         25         13        965       1344         10        860
   81     110         99         21       1056       1486         10        860
   82      84         88         16       1105       1865         10        860
   83     101          0          9       1814       2289         10       1245
   84      28         99         10         53        356         10          0
   85     119        114         20         65        581         10          0
   86     118        108         10        492       1027         10          0
   87      50        112         18        707       1267         10          0
   88      44        116         27         52        859         10          0
   89      82        100         18        142        813         10          0
   90      83         12         29        607       1354         10        860
   91     126         23         13        822       1406         10        860
   92      85         75         37         15        200         10          0
   93      39         13         20       1369       1757         10        860
   94     120        136         10        260        777         10          0
   95     105          2          1        613       1296         10        860
   96      36         54         15       1263       1833         10        860
   97      35         90         20       1559       2128         10        860
   98     111         66         20        193        678         10          0
   99     119        136         30        285        663         10          0
  100      84         99         20         32        556         10          0
  101     137        127         28        572       1113         10          0
  102      95         35         10         43        605         10          0
  103      69          6          8        204        579         10          0
  104       1         24         10         82        909         10          0
  105      31        112         20        266        705         10          0
  106     138         78         43        636       1103         10          0
  107     100         99         17        984       1528         10        860
  108     123        112         20        204        691         10          0
  109     119        130         20        513        832         10          0
  110      92         22         18        287       1353         10        860
  111     137          7         40        453        914         10          0
  112     121        124         21        234       1085         10          0
