rc2_2_10

VEHICLE
NUMBER     CAPACITY
  50         1000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME   RELEASE DATE

    0      70         70          0          0       2535          0          0
    1      10         86         14       1402       2002         10        734
    2      16         62         15       1344       1944         10        676
    3      84         36         10        167        767         10          0
    4      79         72         22          9        609         10          0
    5      16         39         20         84        684         10          0
    6      61         54         10         18        618         10          0
    7      96         26         10         51        651         10          0
    8      16         92         10       1195       1795         10        527
    9      85        106         20         39        639         10          0
   10       6         25         10        281        881         10          0
   11      37        125         10       1134       1734         10        466
   12      87        108         20         41        641         10          0
   13      18        104         18       1107       1707         10        439
   14      61         48         20         30        630         10          0
   15      97         29         30         49        649         10          0
   16     112         67         10         90        690         10          0
   17      50        106         25       1041       1641         10        373
   18      99         28         30         89        689         10          0
   19      15          9          2       1401       2001         10        733
   20      19         37         20        265        865         10          0
   21      90        101         10        381        981         10          0
   22     125         68         20        528       1128         10          0
   23     127        108         10        299        899         10          0
   24      90         44          6         32        632         10          0
   25       4         23         10        230        830         10          0
   26      17         37         30        173        773         10          0
   27     113         32         36        336        936         10          0
   28      63         57         10         14        614         10          0
   29      94        104         10        273        873         10          0
   30      58         95         35       1700       2300         10       1032
   31     137         96          9         71        671         10          0
   32     127        112         20        243        843         10          0
   33     103        119         18       1096       1696         10        428
   34      20         69         13       1272       1872         10        604
   35       2         28         10         79        679         10          0
   36      88         29         33       1881       2481         10       1213
   37      86        102         10         35        635         10          0
   38     126        112         10        199        799         10          0
   39      61         34          7       1650       2250         10        982
   40     113         69         20         43        643         10          0
   41     109         78         21        711       1311         10        257
   42      21         48         10         53        653         10          0
   43      86         36         20         74        674         10          0
   44      97         12         10        585       1185         10          0
   45     121        112         20         66        666         10          0
   46      19         39         10        313        913         10          0
   47      66         40         20         30        630         10          0
   48      87         39         20         35        635         10          0
   49      63         50         10         21        621         10          0
   50     121        123          9        788       1388         10        257
   51     116         22         32        311        911         10          0
   52     137        101         12        437       1037         10          0
   53     137        137         27        159        759         10          0
   54      70         94         32         24        624         10          0
   55     117         92         25        892       1492         10        257
   56     122        113         20        101        701         10          0
   57     109         71         20         39        639         10          0
   58      35        102         10        449       1049         10          0
   59      91        108         10         47        647         10          0
   60       8         87         17       1365       1965         10        697
   61     140         42         13        162        762         10          0
   62      16         38         20        128        728         10          0
   63      44         36          9         42        642         10          0
   64      60         84         23       1686       2286         10       1018
   65     109        139          8        212        812         10          0
   66      80        103         15       1248       1848         10        580
   67      66         82         27       1764       2364         10       1096
   68      99         26         40         52        652         10          0
   69      34        108         10        245        845         10          0
   70     135         65          3       1115       1715         10        447
   71      36        124         34        695       1295         10        257
   72     102         60         30        300        900         10          0
   73      30         21         12       1050       1650         10        382
   74     139        110         19        526       1126         10          0
   75      10        111         21       1731       2331         10       1063
   76      18         70         26       1324       1924         10        656
   77       4         28         10        336        936         10          0
   78      57         53         10        137        737         10          0
   79      54         41          9        885       1485         10        257
   80     107         25         13        855       1455         10        257
   81     110         99         21        971       1571         10        303
   82      84         88         16       1185       1785         10        517
   83     101          0          9       1752       2352         10       1084
   84      28         99         10         51        651         10          0
   85     119        114         20         65        665         10          0
   86     118        108         10        459       1059         10          0
   87      50        112         18        687       1287         10        257
   88      44        116         27         52        652         10          0
   89      82        100         18        177        777         10          0
   90      83         12         29        681       1281         10        257
   91     126         23         13        814       1414         10        257
   92      85         75         37         15        615         10          0
   93      39         13         20       1263       1863         10        595
   94     120        136         10        218        818         10          0
   95     105          2          1        655       1255         10          0
   96      36         54         15       1248       1848         10        580
   97      35         90         20       1543       2143         10        875
   98     111         66         20        136        736         10          0
   99     119        136         30        174        774         10          0
  100      84         99         20         32        632         10          0
  101     137        127         28        542       1142         10          0
  102      95         35         10         43        643         10          0
  103      69          6          8         92        692         10          0
  104       1         24         10        177        777         10          0
  105      31        112         20        185        785         10          0
  106     138         78         43        569       1169         10          0
  107     100         99         17        956       1556         10        303
  108     123        112         20        147        747         10          0
  109     119        130         20        372        972         10          0
  110      92         22         18        520       1120         10          0
  111     137          7         40        383        983         10          0
  112     121        124         21        359        959         10          0
